ID,wav,input_recognition,input_transcription,start,end,turn_restart,system_action,system_action_full,uncovered_entity,entity_extracted,correct_label,interruption,interruption_total,dtmf,dtmf_total,repeat,repeat_total,start_over,start_over_total,normalized_input,myAction,total_act0,total_act1,total_act2,total_act3,total_act4,total_act5,total_act6,total_act7,total_act8,total_act9
20090914_012,002.raw,hays brighton,hays brighton,18.009,19.039,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{},1,2,0,0,0,0,0,0,<uncovered_place> <place>,1,0,1,0,0,0,0,1,0,0,0
20090914_012,003.raw,no,no,21.677,22.087,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'BRIGHTON'},{},1,3,0,0,0,0,0,0,no,1,0,2,0,0,0,0,2,0,0,0
20090914_012,007.raw,eighth avenue,eighth avenue,32.843,33.573,FALSE,request,->request$query.departure_place,[],{},{u'from.desc': u'eighth avenue'},0,4,0,0,0,0,0,0,<place>nue,1,0,3,0,0,0,0,3,0,0,0
20090914_012,008.raw,yes,yes,36.373,36.733,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'EIGHTH AVENUE'},{},1,5,0,0,0,0,0,0,yes,1,0,4,0,0,0,0,4,0,0,0
20090914_012,009.raw,mckeesport,mckeesport,38.873,39.643,FALSE,request,->request$query.arrival_place,[],{},{u'to.neighborhood': u'mckeesport'},0,5,0,0,0,0,0,0,<neighborhood>,0,1,4,0,0,0,1,4,0,0,0
20090914_012,010.raw,yes,yes,41.735,42.215,FALSE,impl-conf,->implicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'MCKEESPORT'},{},1,6,0,0,0,0,0,0,yes,0,2,4,0,0,0,2,4,0,0,0
20090914_012,011.raw,next bus,next bus,45.323,46.213,FALSE,request,->request$query.travel_time,[],{},{},0,6,0,0,0,0,0,0,next bus,2,2,4,1,0,0,2,4,1,0,0
20090914_013,002.raw,no,no,23.067,23.417,FALSE,expl-conf,->explicit_confirm$query.travel_time.time,[],{u'query.travel_time.time': u'Leaving at 1 a.m.'},{},1,2,0,0,0,0,0,0,no,2,0,0,1,0,0,0,0,1,0,0
20090914_013,004.raw,yes,yes,30.963,31.313,FALSE,expl-conf,->explicit_confirm$query.travel_time.time,[],{u'query.travel_time.time': u'the next bus'},{},1,3,0,0,0,0,0,0,yes,2,0,0,2,0,0,0,0,2,0,0
20090914_013,005.raw,cmu,cmu,35.235,35.975,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.monument': u'cmu'},0,3,0,0,0,0,0,0,<place>,1,0,1,2,0,0,0,1,2,0,0
20090914_013,006.raw,yes,yes,40.199,40.679,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'CMU'},{},1,4,0,0,0,0,0,0,yes,1,0,2,2,0,0,0,2,2,0,0
20090914_013,007.raw,squirrel hill,squirrel hill,44.249,44.919,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'squirrel hill'},0,4,0,0,0,0,0,0,<neighborhood>,0,1,2,2,0,0,1,2,2,0,0
20090914_013,008.raw,when is the next bus,when is the next bus,68.847,70.067,FALSE,impl-conf,->implicit_confirm$query.arrival_place->inform$looking_up_database_first->inform$result->request$next_query,[],"{u'result': u'59U', u'query.arrival_place': u'SQUIRREL HILL'}",{},1,5,0,0,0,0,0,0,when is the next bus,3,1,2,2,1,0,1,2,2,1,0
20090914_013,009.raw,okay thank you,okay thank you,83.403,84.303,FALSE,hold-on,->inform$looking_up_database_subsequent->inform$result,[],{u'result': u'61B'},{},1,6,0,0,0,0,0,0,okay thank you,3,1,2,2,2,0,1,2,2,2,0
20090914_020,001.raw,yes,no,16.363,16.703,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'GRANT'},{},0,0,0,0,0,0,0,0,yes,1,0,1,0,0,0,0,1,0,0,0
20090914_020,002.raw,braddock,braddock,20.125,20.755,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'braddock'},0,0,0,0,0,0,0,0,<place>,0,1,1,0,0,0,1,1,0,0,0
20090914_020,003.raw,braddock,braddock,23.349,23.949,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'BRADDOCK'},{u'to.neighborhood': u'braddock'},1,1,0,0,0,0,0,0,<place>,0,2,1,0,0,0,2,1,0,0,0
20090914_020,004.raw,seven p m,seven p m,27.987,28.737,FALSE,request,->request$query.travel_time,[],{},{},0,1,0,0,0,0,0,0,<time>,2,2,1,1,0,0,2,1,1,0,0
20090914_020,008.raw,leaving from downtown,leaving from downtown,76.883,78.303,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'BRADDOCK'},{},0,2,0,0,0,0,0,0,leaving from <neighborhood>,1,2,2,1,0,0,2,2,1,0,0
20090914_020,009.raw,braddock,braddock,82.997,83.637,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'DOWNTOWN'},{u'to.neighborhood': u'braddock'},0,2,0,0,0,0,0,0,<place>,1,2,3,1,0,0,2,3,1,0,0
20090914_020,010.raw,yes,yes,87.157,87.407,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'BRADDOCK'},{},0,2,0,0,0,0,0,0,yes,0,3,3,1,0,0,3,3,1,0,0
20090914_020,012.raw,eleven p m,eleven p m,96.023,96.793,FALSE,request,->request$exact_travel_time,[],{},{},0,2,0,0,0,0,0,0,<time>,2,3,3,2,0,0,3,3,2,0,0
20090914_020,013.raw,when is the previous bus,when is the previous bus,121.737,123.217,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first->inform$result->request$next_query,[],"{u'query.travel_time.time': u'Leaving at 11 p.m.', u'result': u'61B'}",{},1,3,0,0,0,0,0,0,when is the previous bus,3,3,3,2,1,0,3,3,2,1,0
20090914_021,005.raw,downtown,downtown,40.049,40.759,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.neighborhood': u'downtown'},0,1,0,0,0,0,0,0,<neighborhood>,1,0,1,0,0,0,0,1,0,0,0
20090914_021,006.raw,yes,yes,44.745,45.285,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'DOWNTOWN'},{},1,2,0,0,0,0,0,0,yes,1,0,2,0,0,0,0,2,0,0,0
20090914_021,007.raw,north side,north side,49.353,50.463,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'north side'},0,2,0,0,0,0,0,0,<place> side,0,1,2,0,0,0,1,2,0,0,0
20090914_021,008.raw,stead,stead,51.493,51.923,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'NORTH SIDE'},{},1,3,0,0,0,0,0,0,stead,0,2,2,0,0,0,2,2,0,0,0
20090914_021,009.raw,yes yes,yes yes,55.713,56.813,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'NORTH SIDE'},{},1,4,0,0,0,0,0,0,yes yes,0,3,2,0,0,0,3,2,0,0,0
20090914_021,011.raw,12a,twelve,64.127,64.607,FALSE,expl-conf,->explicit_confirm$query.travel_time.time,[],{u'query.travel_time.time': u'Leaving at 9 a.m.'},{},1,5,0,0,0,0,0,0,<uncovered_route>,2,3,2,1,0,0,3,2,1,0,0
20090914_021,012.raw,no,no,72.423,72.933,FALSE,expl-conf,->explicit_confirm$query.travel_time.time,[],{u'query.travel_time.time': u'leave at 9 a.m.'},{},1,6,0,0,0,0,0,0,no,2,3,2,2,0,0,3,2,2,0,0
20090914_021,013.raw,eleven o'clock,eleven o'clock,77.097,78.067,FALSE,request,->request$exact_travel_time,[],{},{u'time.hour': 11},0,6,0,0,0,0,0,0,<time> o'clock,2,3,2,3,0,0,3,2,3,0,0
20090914_021,014.raw,tenth,am,82.239,82.909,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first,[],{u'query.travel_time.time': u'Leaving at 11 p.m.'},{},1,7,0,0,0,0,0,0,<place>,2,3,2,4,0,0,3,2,4,0,0
20090914_021,015.raw,ml eighth ann,ml eighth ann,84.769,85.849,FALSE,canthelp.no_connection,->inform$error,[],{u'error': u'DOWNTOWN'},{},1,8,0,0,0,0,0,0,ml <place> <place>,4,3,2,4,0,1,3,2,4,0,1
20090914_026,002.raw,yes,yes,21.149,21.479,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'SOUTH HILLS JUNCTION'},{},0,0,0,0,0,0,0,0,yes,1,0,1,0,0,0,0,1,0,0,0
20090914_026,003.raw,brownsville road,brownsville road,25.033,26.003,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.desc': u'brownsville road'},0,0,0,0,0,0,0,0,<place>,0,1,1,0,0,0,1,1,0,0,0
20090914_026,004.raw,next bus,next bus,30.995,31.725,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'BROWNSVILLE ROAD'},{},0,0,0,0,0,0,0,0,next bus,0,2,1,0,0,0,2,1,0,0,0
20090914_029,005.raw,yes,yes,80.045,80.375,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'HOMESTEAD'},{},0,2,0,0,0,0,0,0,yes,1,0,1,0,0,0,0,1,0,0,0
20090914_029,006.raw,pittsburgh,pittsburgh,84.903,85.313,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'pittsburgh'},0,2,0,0,0,0,0,0,<place>sburgh,0,1,1,0,0,0,1,1,0,0,0
20090914_029,007.raw,next bus,next bus,91.229,91.829,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'PITTSBURGH'},{},0,2,0,0,0,0,0,0,next bus,0,2,1,0,0,0,2,1,0,0,0
20090914_029,008.raw,didn't,didn't,111.035,111.465,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first->inform$result->request$next_query,[],"{u'query.travel_time.time': u'The next bus', u'result': u'55M'}",{},1,3,0,0,0,0,0,0,didn't,3,2,1,0,1,0,2,1,0,1,0
20090914_033,005.raw,east pittsburgh,east pittsburgh,29.888,30.688,FALSE,request,->request$query.departure_place,[],{},{u'from.neighborhood': u'east pittsburgh'},0,1,0,2,0,0,0,0,east <place>sburgh,1,0,1,0,0,0,0,1,0,0,0
20090914_033,006.raw,swissvale,swissvale,35.42,36,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'EAST PITTSBURGH'},{u'to.neighborhood': u'swissvale'},0,1,0,2,0,0,0,0,<place>,1,0,2,0,0,0,0,2,0,0,0
20090914_033,007.raw,eleven o'clock p m,eleven o'clock p m,41.384,42.644,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'SWISSVALE'},{},0,1,0,2,0,0,0,0,<time> o'clock p m,0,1,2,0,0,0,1,2,0,0,0
20090914_033,008.raw,when is the previous bus,when is the previous bus,62.44,63.73,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first->inform$result->request$next_query,[],"{u'query.travel_time.time': u'Leaving at 11 p.m.', u'result': u'61A'}",{},1,2,0,2,0,0,0,0,when is the previous bus,3,1,2,0,1,0,1,2,0,1,0
20090914_037,003.raw,no,no,40.841,41.451,FALSE,ack,->inform$confirm_okay->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'DOWNTOWN'},{},0,0,0,0,0,0,0,0,no,1,0,1,0,0,0,0,1,0,0,0
20090914_037,004.raw,yes,yes,45.607,45.927,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'MCKEESPORT'},{},0,0,0,0,0,0,0,0,yes,1,0,2,0,0,0,0,2,0,0,0
20090914_037,005.raw,brighton,right,51.303,51.773,FALSE,ack,->inform$confirm_okay->explicit_confirm$query.travel_time.time,[],{u'query.travel_time.time': u'the next bus'},{},0,0,0,0,0,0,0,0,<place>,2,0,2,1,0,0,0,2,1,0,0
20090914_037,006.raw,yes,yes,56.075,56.425,FALSE,expl-conf,->explicit_confirm$query.travel_time.time,[],{u'query.travel_time.time': u'the next bus'},{},0,0,0,0,0,0,0,0,yes,2,0,2,2,0,0,0,2,2,0,0
20090914_037,007.raw,downtown,downtown,62.423,63.203,FALSE,ack,->inform$confirm_okay->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'MCKEESPORT'},{u'to.neighborhood': u'downtown'},0,0,0,0,0,0,0,0,<neighborhood>,1,0,3,2,0,0,0,3,2,0,0
20090914_038,002.raw,start over,start over,23.23,24.02,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'HOMESTEAD'},{},0,1,0,0,0,0,1,1,start over,1,0,1,0,0,0,0,1,0,0,0
20090914_038,004.raw,yes,yes,32.32,32.68,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'MCKEESPORT'},{},0,1,0,0,0,0,0,1,yes,0,1,1,0,0,0,1,1,0,0,0
20090914_038,005.raw,the f,yes,37.908,38.418,FALSE,ack,->inform$confirm_okay->explicit_confirm$query.travel_time.time,[],{u'query.travel_time.time': u'the next bus'},{},0,1,0,0,0,0,0,1,the f,2,1,1,1,0,0,1,1,1,0,0
20090914_038,014.raw,yes,yes,83.22,83.73,FALSE,expl-conf,->explicit_confirm$query.travel_time.time,[],{u'query.travel_time.time': u'the next bus'},{},0,2,0,1,0,0,0,1,yes,2,1,1,2,0,0,1,1,2,0,0
20090914_044,003.raw,61c,61c,27.353,28.383,FALSE,impl-conf,->implicit_confirm$query.route_number->explicit_confirm$query.departure_place,[],"{u'query.route_number': u'61C', u'query.departure_place': u'FORBES'}",{u'route': u'61c'},1,1,0,0,0,0,0,0,<route>,1,0,1,0,0,0,0,1,0,0,0
20090914_044,004.raw,61c,61c,32.409,33.419,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'FORBES'},{u'route': u'61c'},0,1,0,0,0,0,0,0,<route>,1,0,2,0,0,0,0,2,0,0,0
20090914_044,007.raw,51c,51c,54.051,54.981,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'ZOO'},{u'route': u'51c'},0,1,0,0,0,0,0,0,<uncovered_route>,1,0,3,0,0,0,0,3,0,0,0
20090914_044,011.raw,no,no,74.093,74.473,FALSE,request,->request$query.departure_place,[],{},{},1,3,0,0,0,0,0,0,no,1,0,4,0,0,0,0,4,0,0,0
20090914_044,013.raw,61c,61c,84.711,85.631,FALSE,request,->inform$nonunderstanding_moveon->inform$neighborhood_strategy->request$departure_neighborhood,[],{},{u'route': u'61c'},0,3,0,0,0,0,0,0,<route>,1,0,5,0,0,0,0,5,0,0,0
20090914_044,014.raw,61c,61c,93.565,94.435,FALSE,request,->request$departure_neighborhood,[],{},{u'route': u'61c'},0,3,0,0,0,0,0,0,<route>,1,0,6,0,0,0,0,6,0,0,0
20090914_044,017.raw,51a,sixty one c,116.205,117.115,FALSE,request,->request$departure_neighborhood->request$departure_neighborhood,[],{},{u'route': u'61c'},0,3,0,0,0,0,0,0,<uncovered_route>,1,0,7,0,0,0,0,7,0,0,0
20090914_044,018.raw,e moon,e moon,126.643,127.143,FALSE,request,->request$departure_neighborhood,[],{},{},0,3,0,0,0,0,0,0,e <uncovered_place>,1,0,8,0,0,0,0,8,0,0,0
20090914_044,022.raw,no,no,148.081,148.451,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'MIFFLIN'},{},0,4,0,0,0,0,0,0,no,1,0,9,0,0,0,0,9,0,0,0
20090914_044,023.raw,no,no,152.665,153.045,FALSE,request,->request$departure_neighborhood,[],{},{},0,4,0,0,0,0,0,0,no,1,0,10,0,0,0,0,10,0,0,0
20090914_045,002.raw,north hills,north hills,21.103,22.013,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'OAKLAND'},{u'to.desc': u'north hills'},0,0,0,0,0,0,0,0,<place> hills,1,0,1,0,0,0,0,1,0,0,0
20090914_045,003.raw,no,no,26.057,26.467,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'NORTH'},{},0,0,0,0,0,0,0,0,no,0,1,1,0,0,0,1,1,0,0,0
20090914_045,004.raw,strip district,strip district,29.933,30.823,FALSE,request,->request$query.arrival_place,[],{},{u'to.neighborhood': u'strip district'},0,0,0,0,0,0,0,0,<place> district,0,2,1,0,0,0,2,1,0,0,0
20090914_046,002.raw,yes,yes,20.298,20.818,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'SWISSVALE'},{},1,1,0,0,0,0,0,0,yes,1,0,1,0,0,0,0,1,0,0,0
20090914_046,003.raw,north braddock,north braddock,24.63,25.39,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'north braddock'},0,1,0,0,0,0,0,0,<place> <place>,0,1,1,0,0,0,1,1,0,0,0
20090914_046,004.raw,now,now,30.194,30.544,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'NORTH BRADDOCK'},{u'time.rel': u'next'},0,1,0,0,0,0,0,0,now,0,2,1,0,0,0,2,1,0,0,0
20090914_046,006.raw,when is the previous bus,when is the previous bus,62.784,64.294,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first->inform$result->request$next_query,[],"{u'query.travel_time.time': u'The next bus', u'result': u'61A'}",{},0,1,0,0,0,0,0,0,when is the previous bus,3,2,1,0,1,0,2,1,0,1,0
20090914_047,003.raw,oakland,oakland,20.347,20.957,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.neighborhood': u'oakland'},0,1,0,0,0,0,0,0,<place>,1,0,1,0,0,0,0,1,0,0,0
20090914_047,004.raw,strip district,strip district,25.469,26.379,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'OAKLAND'},{u'to.neighborhood': u'strip district'},0,1,0,0,0,0,0,0,<place> district,1,0,2,0,0,0,0,2,0,0,0
20090914_047,005.raw,now,now,31.233,31.773,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'STRIP DISTRICT'},{u'time.rel': u'next'},0,1,0,0,0,0,0,0,now,0,1,2,0,0,0,1,2,0,0,0
20090915_000,001.raw,yes,yes,16.638,16.898,FALSE,expl-conf,->explicit_confirm$query.travel_time.time,[],{u'query.travel_time.time': u'the next bus'},{},0,0,0,0,0,0,0,0,yes,2,0,0,1,0,0,0,0,1,0,0
20090915_000,002.raw,smithfield and fifth,smithfield and fifth,21.246,22.766,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.desc': u'smithfield and fifth'},0,0,0,0,0,0,0,0,<place> and <place>,1,0,1,1,0,0,0,1,1,0,0
20090915_000,003.raw,yes,yes,27.636,27.896,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'SMITHFIELD AND FIFTH'},{},0,0,0,0,0,0,0,0,yes,1,0,2,1,0,0,0,2,1,0,0
20090915_000,004.raw,oakland,oakland,32.092,32.702,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'oakland'},0,0,0,0,0,0,0,0,<place>,0,1,2,1,0,0,1,2,1,0,0
20090915_001,002.raw,brownsville road,brownsville road,23.56,24.52,FALSE,request,->request$query.departure_place,[],{},{u'from.desc': u'brownsville road'},0,0,0,0,0,0,0,0,<place>,1,0,1,0,0,0,0,1,0,0,0
20090915_001,003.raw,no,no,28.98,29.41,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'BROWNSVILLE ROAD'},{},0,0,0,0,0,0,0,0,no,1,0,2,0,0,0,0,2,0,0,0
20090915_001,004.raw,eighteenth and oliver,eighteenth and oliver,38.576,39.646,FALSE,request,->request$query.departure_place,[],{},{u'from.desc': u'eighteenth and oliver'},0,0,0,0,0,0,0,0,<place> and <place>,1,0,3,0,0,0,0,3,0,0,0
20090915_001,005.raw,yes,yes,44.286,44.566,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'EIGHTEENTH AND OLIVER'},{},0,0,0,0,0,0,0,0,yes,1,0,4,0,0,0,0,4,0,0,0
20090915_001,006.raw,oakland,oakland,49.958,50.418,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'oakland'},0,0,0,0,0,0,0,0,<place>,0,1,4,0,0,0,1,4,0,0,0
20090915_001,007.raw,six a m,six a m,55.498,56.118,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'OAKLAND'},{},0,0,0,0,0,0,0,0,<time>,0,2,4,0,0,0,2,4,0,0,0
20090915_001,008.raw,previous bus,previous bus,76.444,77.174,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first->inform$result->request$next_query,[],"{u'query.travel_time.time': u'Leaving at 6 a.m.', u'result': u'54C'}",{},1,1,0,0,0,0,0,0,previous bus,3,2,4,0,1,0,2,4,0,1,0
20090915_005,001.raw,no,no,17.657,18.017,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'SWISSVALE'},{},0,0,0,0,0,0,0,0,no,1,0,1,0,0,0,0,1,0,0,0
20090915_005,002.raw,yes,yes,21.857,31.917,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'FORBES'},{},0,0,0,0,0,0,0,0,yes,1,0,2,0,0,0,0,2,0,0,0
20090915_005,003.raw,north homewood,fifth avenue,36.473,37.313,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.desc': u'fifth'},0,0,0,0,0,0,0,0,<place> home<place>,0,1,2,0,0,0,1,2,0,0,0
20090915_005,005.raw,fifth at seven in downtown,fifth avenue downtown,45.675,47.405,FALSE,request,->request$query.arrival_place,[],{},{u'to.desc': u'fifth avenue'},0,0,0,0,0,0,0,0,<place> at <time> in <neighborhood>,0,2,2,0,0,0,2,2,0,0,0
20090915_005,006.raw,yes,yes,51.967,52.327,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'DOWNTOWN'},{},0,0,0,0,0,0,0,0,yes,0,3,2,0,0,0,3,2,0,0,0
20090915_005,008.raw,today the 60m,today the 60m,63.433,64.943,FALSE,request,->request$query.travel_time,[],{},"{u'route': u'60m', u'date.day': u'today'}",0,0,0,0,0,0,0,0,today the <uncovered_route>,2,3,2,1,0,0,3,2,1,0,0
20090915_005,009.raw,today,today,68.759,69.189,FALSE,request,->request$query.travel_time,[],{},{u'date.day': u'today'},0,0,0,0,0,0,0,0,today,2,3,2,2,0,0,3,2,2,0,0
20090915_005,010.raw,60m,60m,73.465,74.305,FALSE,request,->request$exact_travel_time,[],{},{u'route': u'60m'},0,0,0,0,0,0,0,0,<uncovered_route>,2,3,2,3,0,0,3,2,3,0,0
20090915_005,011.raw,the want the next bus,i want the next bus,84.065,85.135,FALSE,example,->request$exact_travel_time,[],{},{},0,0,0,0,0,0,0,0,the want the next bus,2,3,2,4,0,0,3,2,4,0,0
20090915_005,012.raw,correct,correct,89.313,89.763,FALSE,expl-conf,->explicit_confirm$query.travel_time.time,[],{u'query.travel_time.time': u'the next bus'},{},0,0,0,0,0,0,0,0,correct,2,3,2,5,0,0,3,2,5,0,0
20090915_007,003.raw,fifth avenue,fifth avenue,21.403,22.103,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.desc': u'fifth avenue'},0,2,0,0,0,0,0,0,<place>,1,0,1,0,0,0,0,1,0,0,0
20090915_007,004.raw,correct,correct,26.187,26.687,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'FIFTH AVENUE'},{},1,3,0,0,0,0,0,0,correct,1,0,2,0,0,0,0,2,0,0,0
20090915_007,006.raw,south side,southside junction,34.793,35.323,FALSE,example,->request$query.arrival_place,[],{},{},1,4,0,0,0,0,0,0,<place> side,0,1,2,0,0,0,1,2,0,0,0
20090915_007,007.raw,correct,correct,50.951,51.371,FALSE,expl-conf,->explicit_confirm$query.arrival_place->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'SOUTH SIDE'},{},0,4,0,0,0,0,0,0,correct,0,2,2,0,0,0,2,2,0,0,0
20090915_007,009.raw,franks,franks,58.961,59.341,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first,[],{u'query.travel_time.time': u'The next bus'},{u'to.desc': u'franks'},1,5,0,0,0,0,0,0,franks,2,2,2,1,0,0,2,2,1,0,0
